UID,Tag
30000,0.5331579307274593
30001,0.02768951210200299
30002,0.6274925073265135
30003,0.5072009660158656
30004,0.12043537523179804
30005,0.5341573696469476
30006,0.23565116700067357
30007,0.034948118337089884
30008,0.8628406827452778
30009,0.43435376613073284
30010,0.528188340619819
30011,0.45888864079019953
30012,0.6389388263542745
30013,0.7659886332060901
30014,0.07897741160799832
30015,0.16465960611813757
30016,0.2020340706704299
30017,0.4299821829671179
30018,0.5881019056978596
30019,0.3378413514071614
30020,0.9562589168074803
30021,0.4735877910667402
30022,0.4522112108267766
30023,0.28944158577652135
30024,0.5833244502543075
30025,0.1600532601069048
30026,0.22635589065645856
30027,0.31913977008392447
30028,0.6101411727719288
30029,0.887225633197013
30030,0.4548573817364574
30031,0.26234807124183057
30032,0.2598239678487706
30033,0.19044391697840757
30034,0.11861412301461094
30035,0.14418635152531067
30036,0.6843860346846646
30037,0.514936432217361
30038,0.237417385076521
30039,0.3519021880647124
30040,0.015459916133139684
30041,0.8020189908494666
30042,0.7831943850907073
30043,0.6319102319932932
30044,0.6940815675326938
30045,0.6577756170595387
30046,0.22036419313864108
30047,0.8141166148841618
30048,0.35620638775432134
30049,0.7051901177063838
30050,0.3292963687694931
30051,0.5888727546212743
30052,0.9599933396887484
30053,0.2497555706769986
30054,0.027594559202838487
30055,0.862732068359645
30056,0.21917323985538162
30057,0.9061605325505957
30058,0.5580420618136583
30059,0.5758205902683203
30060,0.8219085340655375
30061,0.8969796545545546
30062,0.27827151995986565
30063,0.851443250053652
30064,0.6519618196619198
30065,0.2636344888627221
30066,0.7344057874539415
30067,0.6944813817195649
30068,0.6462073502711005
30069,0.23585307096352492
30070,0.9860646802310493
30071,0.3844062969863048
30072,0.07812694273071819
30073,0.8726180721283314
30074,0.7827510789796422
30075,0.8280882413617183
30076,0.14343563020310668
30077,0.47577691049060966
30078,0.34344025181674653
30079,0.46024564571883775
30080,0.2984079255540184
30081,0.017752464763220566
30082,0.5685136678778879
30083,0.9890670138328154
30084,0.47053126370538
30085,0.6665114871175248
30086,0.6069131252367731
30087,0.254786209665809
30088,0.8791904979851116
30089,0.32472375989306324
30090,0.5591452420835024
30091,0.36604213877454195
30092,0.6119062765917371
30093,0.30696134481929815
30094,0.6348917541815597
30095,0.6735621773074721
30096,0.39008499461475776
30097,0.7136770434732818
30098,0.3861610377343637
30099,0.4483413110861967
30100,0.19720031792065906
30101,0.3856437130495285
30102,0.20682952946214417
30103,0.9216875867489986
30104,0.9734952448450559
30105,0.13728076897777963
30106,0.8635058599055214
30107,0.5780588563923
30108,0.5019239786556945
30109,0.46000654137699915
30110,0.14807626722859113
30111,0.3256272240562581
30112,0.9197710411764823
30113,0.24221234556330185
30114,0.5368941526664672
30115,0.4717999058143235
30116,0.677885310756201
30117,0.6112188052014624
30118,0.40584547996157494
30119,0.017409006048219933
30120,0.31320601661573877
30121,0.43921896505712377
30122,0.6067970925030081
30123,0.01859739981949693
30124,0.9438930786957721
30125,0.6068041008732269
30126,0.8307358963855953
30127,0.8642353861938296
30128,0.049094371004136717
30129,0.3928697885143658
30130,0.4171138129800832
30131,0.8945375854121682
30132,0.7495694188059945
30133,0.1847903460140924
30134,0.367991281307553
30135,0.11344943254899231
30136,0.5041366598843141
30137,0.22359889567401114
30138,0.3214277888396877
30139,0.4229293145933828
30140,0.24353875944087278
30141,0.5970175381357976
30142,0.31362967339890935
30143,0.06104337672052096
30144,0.3209196990594404
30145,0.8187231573442326
30146,0.665565974698117
30147,0.966893169743817
30148,0.8149416000277733
30149,0.24071019834127605
30150,0.39098969581633825
30151,0.7759209537091142
30152,0.9569259935854674
30153,0.44260709011964394
30154,0.40439968903105683
30155,0.3618017888355113
30156,0.2843068766446869
30157,0.8766316847408537
30158,0.8509127663270665
30159,0.7240799423152846
30160,0.5736552456273221
30161,0.3986511973117892
30162,0.6768716019027622
30163,0.8764689889185184
30164,0.256691075410842
30165,0.933020478455167
30166,0.9552469220099186
30167,0.13380571317370915
30168,0.9750345611881756
30169,0.9913162738530229
30170,0.384232443425672
30171,0.5337020949190755
30172,0.5530998317130644
30173,0.2473808554275374
30174,0.3665460949599424
30175,0.7950084521170477
30176,0.29114903293262806
30177,0.7017073855802373
30178,0.7599376125945442
30179,0.4739514019386847
30180,0.01138684847990401
30181,0.9744920126597969
30182,0.7872542549607571
30183,0.9698688841076258
30184,0.7424023647133292
30185,0.7713296003681283
30186,0.8000611162362846
30187,0.9944135975865437
30188,0.47674932318266183
30189,0.2254340275537925
30190,0.857968106549295
30191,0.16777573701504955
30192,0.6164142666941678
30193,0.7581888466977037
30194,0.8622859906155081
30195,0.5312897317812173
30196,0.41404401488397735
30197,0.3269821820691474
30198,0.4241999098925626
30199,0.27249599078165065
30200,0.6343327567423281
30201,0.7336270988629179
30202,0.12359105785475966
30203,0.7042402349533989
30204,0.31358556854485387
30205,0.7608737664652986
30206,0.8638781736708344
30207,0.9361823288351413
30208,0.8083933335349486
30209,0.07743790665846106
30210,0.2252574741104173
30211,0.7474344124761577
30212,0.8652473841410644
30213,0.7441899585262867
30214,0.76300473868714
30215,0.3898006077928179
30216,0.5830767284712189
30217,0.27176134132074903
30218,0.6658168931870699
30219,0.7757172276531115
30220,0.0670317593334131
30221,0.49797615554104135
30222,0.07238816923148061
30223,0.8837770251651434
30224,0.025408378875302673
30225,0.13089120345662408
30226,0.5853603598521513
30227,0.7829305592423275
30228,0.8621859952377243
30229,0.44385442469451597
30230,0.8997156334571682
30231,0.5959307485365803
30232,0.9590245723254015
30233,0.9311816518365991
30234,0.24199661637974845
30235,0.8547218813464041
30236,0.015538955105280472
30237,0.5441265314213768
30238,0.8553766568856922
30239,0.8666850421693935
30240,0.7747105060162817
30241,0.2708564918609504
30242,0.36789879662193514
30243,0.30762498788892056
30244,0.6786445257379882
30245,0.29412254477352895
30246,0.9399248681420259
30247,0.3438347412515971
30248,0.22452631635947629
30249,0.8232695402089102
30250,0.2206860558111926
30251,0.6881447548152906
30252,0.3753706240842779
30253,0.6180646638919374
30254,0.6055925480139982
30255,0.6391775594793397
30256,0.9314007522350857
30257,0.25698007324718
30258,0.47984095359810774
30259,0.4806961714333261
30260,0.7477539664226788
30261,0.358482292503155
30262,0.7077860471920492
30263,0.26621335199336327
30264,0.6201601145722613
30265,0.43711678732811077
30266,0.2992292977132802
30267,0.9185328398706055
30268,0.4456517550579526
30269,0.3672533958278431
30270,0.9350639521534435
30271,0.6034717238254078
30272,0.08975384691844512
30273,0.8539778103148294
30274,0.4524082901047902
30275,0.26579045812573854
30276,0.15688684522175478
30277,0.13718892705706465
30278,0.7248880972973429
30279,0.4057636913637571
30280,0.2523517368333189
30281,0.8130139342772945
30282,0.6779116311886294
30283,0.6700294933920524
30284,0.088227996817134
30285,0.030890573678688416
30286,0.32302864501803075
30287,0.8474713924746657
30288,0.6611030798977555
30289,0.28613941202580695
30290,0.6453015416849858
30291,0.693898426862108
30292,0.7439004330474395
30293,0.28837713524602315
30294,0.7949192186178834
30295,0.3079542165710606
30296,0.7084910092938342
30297,0.37086622814597425
30298,0.7763748007695074
30299,0.19528102261313418
30300,0.9864329086393352
30301,0.6088534045059275
30302,0.7207630771898158
30303,0.9503722422714923
30304,0.5065499011593697
30305,0.15033436533301248
30306,0.31217045475105865
30307,0.8410590611016221
30308,0.9237547321050169
30309,0.11644788790876914
30310,0.7584480795962968
30311,0.7941916058775051
30312,0.9296877296652187
30313,0.4415803010385504
30314,0.8375646791056126
30315,0.8261082904387366
30316,0.9346737263044593
30317,0.7928939340470442
30318,0.29256896094381046
30319,0.9975776313346147
30320,0.62615576890688
30321,0.3432588694458164
30322,0.8318150762713861
30323,0.17677316781191088
30324,0.2659645564419061
30325,0.821335328646796
30326,0.23673453220635166
